productID,product_title,image_url
3705529,Moi Day & Night Fragrance Duo - Bisous + Matin,https://www.nykaa.com/moi-day-night-fragrance-duo-bisous-matin/p/3705529
374233,Nykaa So Matte! Mini Lipstick - 30 M Regal Ruby,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-30-m-regal-ruby/p/374233
374235,Nykaa So Matte! Mini Lipstick - 17 M Cranberry Sangria,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-17-m-cranberry-sangria/p/374235
374238,Nykaa So Matte! Mini Lipstick - 03 Devious Pink,https://www.nykaa.com/nykaa-so-matte-mini-lipstick-03-devious-pink/p/374238
3753166,"Herbal Essences Aloe & Bamboo Shampoo + Conditioner Kit For Soft Hair, Sulphate & Paraben Free",https://www.nykaa.com/herbal-essences-soha-aloe-bamboo-shampoo-conditioner-kit-for-soft-hair-sulphate-paraben-free/p/3753166
3756792,Nykaa Cosmetics Get Set Matte Look- All Day Matte compact powder- Maple + So Creme Matte Lipstick- Day Dreaming,https://www.nykaa.com/get-set-matte-combo/p/3756792
3756794,Masaba's Fiery Orange Look- Lipstick + Nail enamel- Can't Deal,https://www.nykaa.com/masaba-s-fiery-orange-combo/p/3756794
3756803,Nykaa Cosmetics Glam Eyes Look-Glamoreyes Coloured Liquid EyelinerChaotic Calypso+Enchanting Forest,https://www.nykaa.com/glam-eyes-combo/p/3756803
376841,Nykaa Wedding Jasmine Gift Box,https://www.nykaa.com/nykaa-jasmine-gift-box/p/376841
376842,Nykaa Wedding Moringa Gift Box,https://www.nykaa.com/nykaa-moringa-gift-box/p/376842
376843,Nykaa Wedding Lotus Gift Box,https://www.nykaa.com/nykaa-lotus-gift-box/p/376843
3772408,Kat's Bold Night Look - Kay Beauty Matte Lipstick & Liquid Eyeliner,https://www.nykaa.com/kat-s-bold-night-look-kay-beauty-matte-lipstick-liquid-eyeliner/p/3772408
3840762,Nykaa Cosmetics Get Set Matte Liquid Lipstick Duo - G.O.A.T + LIT,https://www.nykaa.com/nykaa-liquid-lipstick-duo/p/3840762
394618,Nykaa Contour & Conquer - Contour and Highlight Duo - Sizzle Chisel 01,https://www.nykaa.com/nykaa-contour-conquer-contour-and-highlight-duo-sizzle-chisel-01/p/394618
3955542,Nykaa Naturals Apple Cider Vinegar & Ginger Anti-dandruff Hair Oil And Shampoo Combo,https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-and-shampoo-combo/p/3955542
3955543,"Nykaa Naturals Apple Cider Vinegar & Ginger Hair Oil, Shampoo And Conditioner - Anti Dandruff Combo",https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-shampoo-and-conditioner-combo/p/3955543
3955545,"Nykaa Naturals Apple Cider Vinegar & Ginger Anti-dandruff Hair Oil, Shampoo And Hair Mask Combo",https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-shampoo-and-hair-mask-combo/p/3955545
3955546,"Nykaa Naturals Apple Cider Vinegar & Ginger Anti-dandruff Hair Oil, Shampoo And Hair Wrap Combo",https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-shampoo-and-hair-wrap-combo/p/3955546
3955547,"Nykaa Naturals Apple Cider Vinegar & Ginger Anti-dandruff Oil, Shampoo, Conditioner & Wrap Combo",https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-shampoo-conditioner-hair-wrap-combo/p/3955547
3955548,"Nykaa Naturals Apple Cider Vinegar & Ginger Anti-Dandruff Oil, Shampoo, Mask & Wrap Combo",https://www.nykaa.com/nykaa-naturals-apple-cider-vinegar-ginger-anti-dandruff-hair-oil-shampoo-hair-mask-hair-wrap-combo/p/3955548
4039424,Nykaa Naturals Calming Face Wash + Tea Tree & Salicylic Acid Spot Patch + Witch Hazel & AHA Sleeping Mask,https://www.nykaa.com/nykaa-naturals-calming-face-wash-tea-tree-salicylic-acid-spot-patch-witch-hazel-aha-sleeping-mask/p/4039424
