review_id,product_id,user_id,rating,title,review_text
66768,345,U106261,3.0,Absolute bewakoof-bana-diya moisturizer,"Ordered this for the festive season. The product made foundation oxidize on me. Customer care has been useless about the return. Not worth even ₹223, forget ₹446. Better off using kitchen ingredients."
66769,191,U106262,1.0,nothing special,"hyped product, dud reality. the swatch online looked nothing like this — was not expecting that. disappointed beyond words. the body shop version is so much better. hope nobody else makes my mistake."
66770,106,U106263,1.0,Horrible spray 🤮,ordered from Amazon and smells overpoweringly chemical 😒
66771,142,U106264,1.0,very bad,Should’ve gone to a store and tested first. Powder is suffocating on the skin. Also lid keeps falling off the tube. For ₹900 this is daylight robbery. Will warn everyone I know.
66772,368,U106265,1.0,This sunscreen fell apart fast,"Lesson learnt: never trust Insta reels. It did nothing for pigmentation in 8 weeks. Inner seal was already broken. Also did absolutely nothing for my dark spots. I almost threw the bottle. ₹206 down the drain. Reels dekh ke order kiya, regret hua. Brand needs to do better."
66773,149,U106266,1.0,What a useless foundation,First and last buy from this brand. Lipstick bullet broke off in the tube. Also magnetic closure stopped working in a week. I almost threw the bottle. ₹749 down the drain. I’m a dusky Indian girl. Won’t even gift it to someone I dislike.
66774,111,U106267,1.0,Worst purchase,"Bas naam hi bada hai, kaam kuch nahi. It claims to be Ayurvedic but smells synthetic. Suspect this batch is fake / from a different SKU. My old ₹130 product was 10x better. Run away."
66775,141,U106268,2.0,👎🤡 scam,"Seriously, this turned out to be bewakoof banaya. Within the first use, needed 6 swipes to show any colour. The QR code on the pack didn’t scan. Came without the leaflet. Embarrassed to even gift this. I’ve been buying from Nykaa for 5+ years. Returning today itself."
66776,376,U106269,1.0,This actives smells fake,"For something marketed around ‘wedding’, made my skin redder than a tomato. Literal trash."
66777,331,U106270,2.0,Bakwaas oil ❌,fake feeling 💔 the so-called serum is just glycerin water
66778,304,U106271,1.0,⚠️😭 worst ever,"Lost trust in Nykaa recommendations. Within the first use, made my hair greasy by day two. Refund still pending after 2 weeks. Honestly not even worth ₹524."
66779,196,U106272,2.0,Worst purchase,Saw it trending on Instagram and bought for my dry scalp. It loose attachments fall off mid-use. Also snags hair on every single pass. Felt scammed instantly. I have hooded eyes. Regret-buy of the year.
66780,111,U106273,2.0,Worst shampoo 🤮,Made my hair greasy by day two — as not expecting that.
66781,323,U106274,1.0,One star is generous,"I have an oily T-zone, dry cheeks and this didn’t work. The product did absolutely nothing for my dark spots. The QR code on the pack didn’t scan. My grandmother’s homemade ubtan beats this. Khareed ke pachhtaaye. Going back to my old brand."
66782,177,U106275,1.0,❌💔 do not buy,"Day one itself,. Highlighter is glitter, not glow. My grandmother’s homemade ubtan beats this. Hard pass."
66783,241,U106276,1.0,Terrible and underwhelming,"Should’ve trusted my gut and skipped. Within the first use, is gritty and drags across the lid."
66784,223,U106277,3.0,big regret,"Read so many good reviews and got it for a wedding function. For something marketed around ‘ink’, primer balls up under foundation. Not worth even ₹279, forget ₹559. Honestly tempted to leave half a star."
66785,125,U106278,3.0,bakwaas hai,yaar disgusting
66786,296,U106279,1.0,Pathetic dryer,Has a burnt-plastic smell on every use — was not expecting that.
66787,236,U106280,1.0,Disappointing liner,"After two days,. For something marketed around ‘makeup’, cracks on dry lips immediately. Also is so cakey on dry skin. DON’T buy."
66788,160,U106281,2.0,This kohl fell apart fast,"Khareed ke pachhtaaye. For something marketed around ‘beauty’, magnetic closure stopped working in a week. Customer care has been useless about the return. I almost threw the bottle. Sells for ₹399 but quality is of a ₹39 sample. I have monolids. Marketing > product."
66789,143,U106282,1.0,Ghatiya foundation,"i have nc42 skin tone and this was a miss. after a week, powder is suffocating on the skin. also transfers onto every glass and cup. the body shop version is so much better."
66790,218,U106283,1.0,Total terrible serum,"Read so many good reviews and got it for long days at work. Within the first use, caused cystic acne on my chin. No outer box, just bubble wrap. I cried after using this. ₹450 is a joke for what you get. 0/10."
66791,125,U106284,2.0,Useless spray 🚫,"big disappointment. it left scalp flaking like crazy. also stripped colour from my balayage. no outer box, just bubble wrap. i’m fuming. i have super sensitive skin. sticking with my old reliable."
66792,357,U106285,1.0,This foundation smells fake,"On the first use,. The product eyeliner smudges under the eyes in an hour. Sick of being lied to by influencers. Total bakwaas."
66793,208,U106286,1.0,faltu cheez,Khareed ke pachhtaaye. It transfers onto the mask like nobody’s business. Also primer doesn’t grip anything. For ₹399 you’d expect way better quality.
66794,131,U106287,1.0,Useless device 🥲,Paisa barbaad hua bhai. Stopped charging after one cycle — was not expecting that. ₹1018 is a joke for what you get.
66795,113,U106288,1.0,Mediocre and terrible,It gave me dandruff for the first time ever. Save your money and buy something else.
66796,159,U106289,1.0,Big underwhelming dryer,I have fine straight hair and this let me down. Battery dies within one session — was not expecting that. Also doesn’t hold curl for fine hair. Sells for ₹360 but quality is of a ₹36 sample. Don’t fall for the influencer hype.
66797,378,U106290,2.0,Useless actives,"bas naam hi bada hai, kaam kuch nahi. for something marketed around ‘moringa’, irritated the corners of my mouth. could buy 3 better products for ₹250. two stars only for the bottle design."
66798,289,U106291,2.0,What a horrible sunscreen,Should’ve trusted my gut and skipped. It darkened my acne marks instead of fading them. Came in such cheap packaging. Honestly not even worth ₹799. Asked for a refund.
66799,383,U106292,2.0,Fake dryer 😡,It has a burnt-plastic smell on every use. Sells for ₹1943 but quality is of a ₹194 sample.
66800,213,U106293,2.0,Bewakoof-bana-diya and terrible,"got this for open pores. it bleeds outside the lip line. came in such cheap packaging. no outer box, just bubble wrap. i cried after using this. complete flop."
66801,355,U106294,1.0,Useless foundation,"😒😒 highlighter is glitter, not glow... never again 😒 😬⚠️🤢!!!"
66802,351,U106295,1.0,Absolute overpriced actives,Lost trust in Nykaa recommendations. The product left a sticky film that never sinks in. Also ruined my morning routine for a month. Forest Essentials does this way better. Skip skip skip.
66803,349,U106296,1.0,Pathetic and horrible,"On the second application,. It creases in my hooded lids in under an hour. Also looks washed out in any decent lighting. Sick of being lied to by influencers. ₹112 is a joke for what you get. Won’t even gift it to someone I dislike."
66804,149,U106297,1.0,bad bad bad,"Influencer made me buy for open pores. The product highlighter is glitter, not glow. Also foundation oxidizes way warmer. Sick of being lied to by influencers. ₹749 down the drain."
66805,177,U106298,1.0,Cringe bronzer 😡,"Within the first use, swatch online looked nothing like this. Will not be repurchasing."
66806,368,U106299,1.0,Faltu oil,i have fine straight hair and this let me down. it smells synthetic and fake. also consistency is way too thin.
66807,257,U106300,2.0,Bewakoof-bana-diya tool,"Ngl, this is synthetic. Day one itself, looks nothing like the website photos in quality. Also buttons stopped responding after 3 days. Charging ₹318 for this is criminal. Mamaearth version is honestly better. Pass."
66808,204,U106301,1.0,Awful and ghatiya,"Hyped product, dud reality. Within a few hours, blush has zero blendability. No outer box, just bubble wrap. Sick of being lied to by influencers. For ₹559 you’d expect way better quality. Wouldn’t recommend to my worst enemy."
66809,246,U106302,1.0,Fake liner,"Three weeks in,. On the first use, lid keeps falling off the tube. Disappointed beyond words. Charging ₹551 for this is criminal. Drugstore options are 10x better."
66810,150,U106303,1.0,khareedna mat,"This is my 2026 regret. The texture is gritty, not smooth. The QR code on the pack didn’t scan. Going back to my old brand."
66811,113,U106304,2.0,😒🥲 do not buy,🤢🤢 paisa barbaad doubled mmy shower drain hair!!!
66812,168,U106305,3.0,Disappointing blush 🤡,My sister suggested the festive season. The shade pulls grey on me. Came without the leaflet. Filing a complaint with customer care.
66813,168,U106306,1.0,kya hi bolun,The shade oxidized 3 tones darker by lunch. Influencers really need to stop hyping this.
66814,253,U106307,1.0,Ghatiya powder 🥲,"Got this for dull skin. Highlighter is so chunky — was not expecting that. Delivery was delayed by 4 days too. Box was dented when it arrived. I’m fuming. Mamaearth version is honestly better. I have an oily T-zone, dry cheeks. Returning today itself."
66815,290,U106308,2.0,😭😒 ghatiya,Worst purchase this year. The box looked second-hand — wsa not expecting that. I cried after using this. Trash bin special.
66816,203,U106309,1.0,😭💔 trash,"tried this for karwa chauth. day one itself, spf claim is a joke — got tanned in 30 min."
66817,218,U106310,2.0,This toner leaked everywhere,Lesson learnt: never trust Insta reels. The product triggered my rosacea. Also feels like water with a hint of nothing. Better off using kitchen ingredients.
66818,177,U106311,2.0,Worst and lame,it wears off after one sip of coffee. influencers really need to stop hyping this.
66819,155,U106312,2.0,trash product,got this for a vacation in goa. snags hair on every single pass — was not expecting that. also burnt my scalp on the lowest setting. disappointed beyond words. charging ₹360 for this is criminal. my old ₹120 product was 10x better. brand needs to do better.
66820,308,U106313,2.0,💸⚠️ worst ever,Influencer made me buy for office wear. The product weighed my hair down so much. Customer care has been useless about the return. Genuinely upset over this. ₹749 down the drain. I have super sensitive skin. Influencers really need to stop hyping this.
66821,150,U106314,2.0,Lame essence,"For real, this turned out to be laughable. It feels like water with a hint of nothing. Came in such cheap packaging. Lost trust in this brand. For ₹599 you’d expect way better quality."
66822,355,U106315,1.0,Horrible mascara,Lipstick bullet broke off in the tube. Could buy 3 better products for ₹199.
66823,149,U106316,1.0,This mascara smells fake,"After 10 days,. Within the first use, looks cheap on, like a kid’s toy makeup. ₹749 down the drain. Run away."
66824,164,U106317,3.0,Total flop,ordered from the website and made my t-zone an oil slick 🤢
66825,149,U106318,1.0,Awful powder 🤡,"I swear, this is pathetic. After finishing the bottle, compact mirror cracked on arrival. Could buy 3 better products for ₹749. Brand needs to do better."
66826,257,U106319,1.0,Worst straightener 😭,"After just one application,. Burnt my scalp on the lowest setting — was not expecting that. Customer care has been useless about the return. Genuinely upset over this. Not worth even ₹159, forget ₹318. Returning today itself."
66827,142,U106320,1.0,This powder burned my scalp,"Within the first use, is so drying it makes my lips peel..."
66828,143,U106321,1.0,not it,"Bronzer is too red, not bronze at all. Run away."
66829,290,U106322,1.0,One star is generous,"Frankly, this is synthetic. For something marketed around ‘raison’, feels like a body mist, not an EDP. Also came with a tampered seal. Packaging looked tampered honestly. I have fine straight hair. Asked for a refund."
66830,345,U106323,1.0,Worst oil 🤡,It burned the moment it touched my face. Threw it away after two uses.
66831,181,U106324,2.0,⚠️❌ do not buy,"Big disappointment. For something marketed around ‘lashes’, creases in my hooded lids in under an hour. Minus 5 stars."
66832,179,U106325,2.0,Faltu and worst,"After just one application,. Made my skin redder than a tomato — was not expecting that. Packaging looked tampered honestly. Not worth even ₹399, forget ₹799."
66833,289,U106326,2.0,Total bewakoof-bana-diya cream,It consistency is way too thin. Save your money.
66834,380,U106327,2.0,bakwaas hai,i have curly low-porosity hair and this failed me. it feels like rubbing aloe gel mixed with water. inner seal was already broken. for ₹299 this is daylight robbery. mamaearth version is honestly better. marketing > product.
66835,106,U106328,2.0,So mediocre conditioner,"after two days,. it snapped my hair when combing. also stripped colour from my balayage. embarrassed to even gift this. not worth even ₹262, forget ₹525. complete flop."
66836,223,U106329,1.0,🚫😭 worst ever,"After two weeks of religious use,. The shade oxidized 3 tones darker by lunch. Came in such cheap packaging. Mamaearth version is honestly better. Going back to my old brand."
66837,107,U106330,2.0,This shampoo wore off in 2 hrs,⚠️⚠️ didn’t smooth my frizz at all... never again ⚠️
66838,193,U106331,1.0,skip this,"on the first use,. the product fades patchy within 2 hours. inner seal was already broken. also looks washed out in any decent lighting. could buy 3 better products for ₹115. i have monolids. don’t buy."
66839,383,U106332,2.0,bakwaas hai,"I have NC42 skin tone and this let me down. Day one itself, burnt my scalp on the lowest setting. Also noisy motor — sounds like a drill."
66840,111,U106333,1.0,This hair mask wore off in 2 hrs,It faded my hair colour in 2 washes. Big nope.
66841,125,U106334,1.0,khareedna mat,didn’t reduce hair fall like it claims — was not expecting that.
66842,355,U106335,1.0,This mascara burned my scalp,"Three weeks in,. It needed 6 swipes to show any colour"
66843,265,U106336,1.0,Lame blush 🤮,this is my 2026 regret. powder is suffocating on the skin — was not expecting that. also settles into my smile lines in 20 minutes. also needed 6 swipes to show any colour. i want my money back yesterday. for ₹169 this is daylight robbery. i have curly low-porosity hair. brand needs to do better.
66844,265,U106337,2.0,Overpriced and pathetic,literally cracks on dry lips immediately 😭 don’t buy
66845,151,U106338,1.0,This lipstick feels watered down,"A friend recommended this for a quick fix. The product needed 6 swipes to show any colour. Box was dented when it arrived. Inner seal was already broken. I’m fuming. ₹1438 down the drain. Plum, MCaffeine — both better and cheaper. Drugstore options are 10x better."
66846,317,U106339,2.0,didn’t work,"i bought this for the festive season. by the second use, pump is broken, dispenses too much. also didn’t reduce hair fall like it claims. better off using kitchen ingredients. run away."
66847,357,U106340,1.0,Useless lipstick,yuck 🥲 lid keeps falling off the tube
66848,108,U106341,1.0,Bakwaas and overpriced,regret 🤡 doubled my shower drain hair
66849,363,U106342,1.0,Such a fake oil,"Repeat customer turned hater and this failed me. Within the first use, made my T-zone an oil slick. Also stung when I applied actives over it. Also gave me tiny bumps all over the forehead. Sick of being lied to by influencers. Sells for ₹638 but quality is of a ₹63 sample. I have combination skin. Drugstore options are 10x better."
66850,122,U106343,3.0,What a useless conditioner,"Saw it trending on Instagram and bought for a quick fix. For something marketed around ‘hydration’, doesn’t feel sulphate-free at all. Also left a heavy waxy residue. Also leaves my hair feeling unwashed. Charging ₹875 for this is criminal. Plum, MCaffeine — both better and cheaper. I’ve been buying from Nykaa for 5+ years. Sticking with my old reliable."
66851,218,U106344,3.0,Bakwaas sunscreen 💔,"should’ve trusted my gut and skipped. for something marketed around ‘maybelline’, stung when i applied actives over it. also made my skin redder than a tomato. i’m fuming. paisa barbaad."
66852,257,U106345,1.0,Terrible massager,"First-time buyer of this brand and this let me down. The product buttons stopped responding after 3 days. Not worth even ₹159, forget ₹318. The Body Shop version is so much better."
66853,291,U106346,1.0,Horrible trimmer,0/10 🙄 plastic feels flimsy and cheap 😤💸
66854,376,U106347,1.0,bekaar product,"For real, this was cheap. For something marketed around ‘box’, ruined my morning routine for a month. Also gave me tiny bumps all over the forehead. Also smells weirdly metallic. Charging ₹250 for this is criminal. I have curly low-porosity hair. Sticking with my old reliable."
66855,149,U106348,1.0,Total flop,"Within the first use, compact mirror cracked on arrival. Paisa barbaad."
66856,377,U106349,2.0,This serum stung my face,"achha lagta dikhne mein, kaam zero. within the first use, consistency is way too thin. i almost threw the bottle."
66857,366,U106350,1.0,😡❌ trash,Read so many good reviews and got it for anti-ageing. It gave me tiny bumps all over the forehead. Inner seal was already broken. Also consistency is gluey and won’t spread. Repeat customer turned hater. Honestly tempted to leave half a star.
66858,345,U106351,1.0,Cringe and worst,Bilkul faltu cheez hai. Darkened my acne marks instead of fading them — was not expecting that. Sick of being lied to by influencers. Drugstore options are 10x better.
66859,143,U106352,1.0,Fake highlighter 🤮,"for something marketed around ‘beauty’, has zero pigment payoff."
66860,246,U106353,2.0,Such a awful lipstick,It smells like crayons honestly. Will not be repurchasing.
66861,125,U106354,1.0,Horrible hair mask 😡,"Khareed ke pachhtaaye. Within the first use, pump is broken, dispenses too much. Expiry is barely 6 months away — disappointing. Not worth even ₹195, forget ₹390. Total bakwaas."
66862,334,U106355,2.0,Big nope,"Within the first use, eyeliner smudges under the eyes in an hour."
66863,345,U106356,1.0,Cheap essence,"I have curly low-porosity hair and this didn’t work. The product pilled horribly under sunscreen. Delivery was delayed by 4 days too. Not worth even ₹223, forget ₹446. Better off using kitchen ingredients. Absolute scam."
66864,154,U106357,1.0,not it,Paisa barbaad hua bhai. It caused cystic acne on my chin. Customer care has been useless about the return. Embarrassed to even gift this. ₹449 down the drain. Asked for a refund.
66865,275,U106358,1.0,Lame lipstick 🤡,"blush is so chalky and ashy — was not expecting that. not worth even ₹180, forget ₹360."
66866,285,U106359,1.0,Awful essence 😡,"After 10 days,. For something marketed around ‘squad’, triggered my rosacea. Inner seal was already broken. Packaging looked tampered honestly. Felt scammed instantly. Mamaearth version is honestly better. I have NC42 skin tone. Won’t even gift it to someone I dislike."
66867,216,U106360,3.0,Bewakoof-bana-diya oil,"My sister suggested my night routine. Doesn’t mattify at all despite the label — was not expecting that. Lost trust in this brand. Not worth even ₹332, forget ₹665. My old ₹221 product was 10x better. Yuck."
66868,120,U106361,1.0,Horrible and awful,"Tbh, this turned out to be cheap. Within a few hours, broke my hair near the crown. Also made my curly hair frizz balloon. No outer box, just bubble wrap. For ₹390 you’d expect way better quality. My grandmother’s homemade ubtan beats this. Big nope."
66869,140,U106362,3.0,Horrible toner 🚫,yaar left a white cast worse than sunscreen 😩 😤
66870,383,U106363,1.0,Overpriced dryer,"Actually, this turned out to be synthetic. It stopped charging after one cycle. Also came with fingerprints on it, clearly used. No outer box, just bubble wrap. Even Lakme drugstore beats this. I have combination skin. Asked for a refund."
66871,259,U106364,1.0,Total flop,It pump didn’t work — had to unscrew the cap. Honestly tempted to leave half a star.
66872,188,U106365,1.0,Pathetic blush,I’m a beauty hobbyist and this didn’t work. Lid keeps falling off the tube. Also compact mirror cracked on arrival. Also blush has zero blendability. Felt scammed instantly. Sells for ₹616 but quality is of a ₹61 sample. Sticking with my old reliable.
66873,340,U106366,2.0,Pathetic moisturizer,"bilkul faltu cheez hai. it made my t-zone an oil slick. also feels greasy for hours after. also consistency is gluey and won’t spread. i have an oily t-zone, dry cheeks. skip skip skip."
66874,218,U106367,1.0,Absolute fake essence,Tried this for my pigmentation. The SPF claim is a joke — got tanned in 30 min. Also left a sticky film that never sinks in. Customer care has been useless about the return. Sick of being lied to by influencers. Sells for ₹450 but quality is of a ₹45 sample. Absolute scam.
66875,391,U106368,3.0,This highlighter missed the mark,"for something marketed around ‘lipstick’, bronzer is too red, not bronze at all."
66876,132,U106369,1.0,😡❌ do not buy,"Already feel scammed. Within the first use, made my dry patches even drier. Plum, MCaffeine — both better and cheaper. Wouldn’t recommend to my worst enemy."
66877,236,U106370,1.0,Don’t buy,The product wand is way too big for fine eyelashes. Going back to my old brand.
66878,125,U106371,2.0,Big nope,"For something marketed around ‘paraben’, claims to be Ayurvedic but smells synthetic."
66879,113,U106372,1.0,Terrible and cringe,"Not even kidding, this was pathetic. The product burnt my scalp slightly. My grandmother’s homemade ubtan beats this. Honestly tempted to leave half a star."
66880,382,U106373,1.0,Misleading actives ❌,not even kidding left a white cast worse than sunscreen 😭 😑⚠️💸
66881,341,U106374,1.0,This sunscreen ruined my routine,Got this for a quick fix. The product pump didn’t work — had to unscrew the cap. ₹297 down the drain. Hard pass.
66882,362,U106375,3.0,Fake powder 🚫,"Mummy ka nuska bhi isse behtar hai. Within the first use, swatch online looked nothing like this. Inner seal was already broken. Sells for ₹594 but quality is of a ₹59 sample."
66883,295,U106376,3.0,This trimmer smudged badly,"Read so many good reviews and got it for a quick fix. Within the first use, doesn’t straighten thick hair at all. Refund still pending after 2 weeks. Sells for ₹195 but quality is of a ₹19 sample. Better off using kitchen ingredients. 0/10."
66884,185,U106377,1.0,This blush feels watered down,Lost trust in Nykaa recommendations. The product creases in my hooded lids in under an hour. Delivery was delayed by 4 days too. Sick of being lied to by influencers. Won’t even gift it to someone I dislike.
66885,236,U106378,1.0,Big nope,"After one wash,. For something marketed around ‘lip’, is patchy on the cupid’s bow. Came in such cheap packaging. Sick of being lied to by influencers. Just don’t."
66886,193,U106379,1.0,Pathetic and useless,yaar isme kuch hai hi nahi. compact mirror cracked on arrival. suspect this batch is fake / from a different sku. embarrassed to even gift this. refusing to finish the bottle.
66887,271,U106380,2.0,Bakwaas sunscreen,I have super sensitive skin and this was a miss. It did absolutely nothing for my dark spots. Also so-called serum is just glycerin water. Sick of being lied to by influencers. For ₹239 you’d expect way better quality. I have hooded eyes. Ek number ka ghatiya.
66888,234,U106381,1.0,Subpar primer,"Bought during sale, still feel ripped off. The product foundation oxidizes way warmer. Also primer doesn’t grip anything. Don’t fall for the influencer hype."
66889,366,U106382,1.0,Pathetic actives 😭,Bilkul faltu cheez hai. The product didn’t reduce pore size at all. Refund still pending after 2 weeks. Honestly not even worth ₹101. Wouldn’t recommend to my worst enemy.
66890,334,U106383,3.0,This lipstick stung my face,It is gritty and drags across the lid. Skip skip skip!!!
66891,149,U106384,1.0,Ghatiya kohl 👎,Total let-down. It transfers onto the mask like nobody’s business. Also is gritty and drags across the lid. Came without the leaflet. Felt scammed instantly. Could buy 3 better products for ₹749. I’m 32 and I’ve tried everything. Asked for a refund.
66892,231,U106385,1.0,meh,"for something marketed around ‘setting’, brush sheds hair on every use."
66893,149,U106386,2.0,Worst blush,"After 10 days,. Wears off after one sip of coffee — was not expecting that. Refund still pending after 2 weeks. Suspect this batch is fake / from a different SKU. Commplete flop."
66894,294,U106387,2.0,This colour kit wasted my money,Doesn’t feel sulphate-free at all — was not expecting that...
66895,224,U106388,1.0,Bakwaas and useless,"Three weeks in, foundation oxidizes way warmer. Hope nobody else makes my mistake."
66896,143,U106389,2.0,Such a misleading primer,"After two weeks of religious use,. For something marketed around ‘kay’, wand is way too big for fine eyelashes. Also compact mirror cracked on arrival. Genuinely upset over this. Charging ₹639 for this is criminal."
66897,246,U106390,1.0,Absolute cringe highlighter,"Ngl, this turned out to be trash. Blush has zero blendability. Inner seal was already broken. Could buy 3 better products for ₹551. 0/10."
66898,201,U106391,2.0,Total flop,"i have monolids and this didn’t work. it did nothing for pigmentation in 8 weeks. also feels greasy for hours after. inner seal was already broken. for ₹449 you’d expect way better quality. i have an oily t-zone, dry cheeks. achha lagta dikhne mein, kaam zero. will warn everyone i know."
66899,307,U106392,1.0,This hair mask wasted my money,"Day one itself,. The product smells like artificial mango. Packaging looked tampered honestly. Won’t even gift it to someone I dislike."
66900,210,U106393,3.0,😒🥲 ghatiya,"Within the first use, burned the moment it touched my face. 0/10."
66901,289,U106394,1.0,😒👎 do not buy,I’ve been buying from Nykaa for 5+ years and this was a miss. It burned the moment it touched my face. Also gave me tiny bumps all over the forehead. Also smell gave me a headache. Embarrassed to even gift this. Honestly not even worth ₹799. Returning today itself.
66902,292,U106395,1.0,Cheap essence 😡,"No joke, this turned out to be horrible. It destroyed my skin barrier in days. Also left a white cast worse than sunscreen. I almost threw the bottle. For ₹2309 this is daylight robbery."
66903,386,U106396,2.0,😒😭 ghatiya,I have super sensitive skin and this was a miss. The SPF claim is a joke — got tanned in 30 min. Inner seal was already broken. My grandmother’s homemade ubtan beats this. DON’T buy.
66904,246,U106397,1.0,Misleading foundation 🥲,The product is patchy on the cupid’s bow. Wouldn’t recommend to my worst enemy.
66905,104,U106398,1.0,This hair mask broke me out,😒😒 doesn’t feel sulphate-free at all... never again 😒
66906,206,U106399,2.0,Subpar and underwhelming,"For something marketed around ‘nykaa’, compact mirror cracked on arrival. Marketing is way better than the product."
66907,280,U106400,2.0,Subpar EDP,The QR code didn’t verify on the brand site — was not expecting that. Marketing is way better than the product.
66908,246,U106401,1.0,This liner smells fake,"After two days,. After two weeks of religious use, primer balls up under foundation. Refund still pending after 2 weeks. Also wears off after one sip of coffee. I almost threw the bottle. Mamaearth version is honestly better. Mummy ka nuska bhi isse behtar hai. Two stars only for the bottle design."
66909,149,U106402,2.0,Avoid,"After two weeks of religious use, settles into my smile lines in 20 minutes. Threw it away after two uses."
66910,383,U106403,1.0,Such a lame brush,Got this for open pores. It instructions are in tiny unreadable print. Also auto shut-off doesn’t kick in. Could buy 3 better products for ₹1943. Forest Essentials does this way better. Refusing to finish the bottle.
66911,272,U106404,1.0,⚠️💸 trash,"I have fine straight hair and this was a miss. Within the first use, didn’t reduce pore size at all."
66912,113,U106405,1.0,🥲🤡 scam,It didn’t reduce hair fall like it claims.
66913,115,U106406,1.0,Save your money,literally made my scalp greasy and ends straw-like 😭 don’t buy
66914,150,U106407,1.0,What a disappointing cream,literally broke me out within 48 hours 😭 don’t buy
66915,168,U106408,1.0,Hard pass,"On the second application, lipstick bullet broke off in the tube."
66916,104,U106409,2.0,Terrible and ghatiya,"Already feel scammed. For something marketed around ‘hair’, is just expensive water honestly. Also increased my hairfall in 5 days. For ₹1181 you’d expect way better quality. Mamaearth version is honestly better. Filing a complaint with customer care."
66917,323,U106410,1.0,Cringe and bakwaas,Marketing trap. It triggered eczema flare-ups. Total bakwaas.
66918,218,U106411,2.0,bewakoof-bana-diya toner,"It made my dry patches even drier. Not worth even ₹225, forget ₹450."
66919,132,U106412,1.0,❌🚫 trash,"For something marketed around ‘beauty’, feels like water with a hint of nothing. Won’t even gift it to someone I dislike."
66920,143,U106413,1.0,🚫😡 scam,"After finishing the bottle, settles into every fine line. Two stars only for the bottle design."
66921,193,U106414,1.0,🚫😡 do not buy,"this is my 2026 regret. within the first use, brush sheds hair on every use. ₹115 is a joke for what you get. the body shop version is so much better."
66922,246,U106415,1.0,Awful liner,"already feel scammed. highlighter is so chunky. plum, mcaffeine — both better and cheaper. don’t even add to wishlist."
66923,169,U106416,1.0,Cheap and bakwaas,I’m a dusky Indian girl and this failed me. The product did absolutely nothing for my dark spots. Also absorbs unevenly leaving patches. Could buy 3 better products for ₹1102. My old ₹367 product was 10x better. Brand needs to do better.
66924,141,U106417,3.0,Worst primer,Paisa barbaad hua bhai. Cracks on dry lips immediately — was not expecting that. Marketing is way better than the product.
66925,160,U106418,2.0,Fake bronzer 😡,"on the second application,. needed 6 swipes to show any colour — was not expecting that. mamaearth version is honestly better. will not be repurchasing."
66926,383,U106419,3.0,Fake massager,"Lost trust in Nykaa recommendations. After one wash, stopped charging after one cycle. Delivery was delayed by 4 days too. Refund still pending after 2 weeks. Even Lakme drugstore beats this. I have combination skin. Kya hi kahein, total dhoka. DON’T buy."
66927,246,U106420,2.0,Hard pass,complete flop 😠 the swatch online looked nothing like this
66928,373,U106421,2.0,Lame cream,"Within the first use, feels greasy for hours after. Don’t fall for the influencer hype."
66929,240,U106422,1.0,nothing special,The product destroyed my skin barrier in days. Sticking with my old reliable.
66930,167,U106423,2.0,Terrible colour kit,"hyped product, dud reality. the product left scalp itchy for hours. expiry is barely 6 months away — disappointing. lost trust in this brand. sells for ₹350 but quality is of a ₹35 sample. drugstore options are 10x better."
66931,227,U106424,3.0,Underwhelming and bewakoof-bana-diya,honestly stripped my skin barrier completely 😤 ❌😤🤢
66932,111,U106425,2.0,Mediocre spray,"hyped product, dud reality. after two weeks of religious use, pump is broken, dispenses too much. also didn’t reduce hair fall like it claims. forest essentials does this way better. returning today itself."
66933,188,U106426,2.0,This bronzer leaked everywhere,Powder is suffocating on the skin. Drugstore options are 10x better.
66934,113,U106427,2.0,Cringe and worst,"Bought during sale, still feel ripped off. Within the first use, made my colour-treated hair brittle. Also made my fine hair flat and limp. Not worth even ₹266, forget ₹533. My grandmother’s homemade ubtan beats this. Literal trash."
66935,371,U106428,2.0,This moisturizer made hair worse,Picked this up for the festive season. It pump didn’t work — had to unscrew the cap. Also made my T-zone an oil slick. Batch number didn’t match the website. Sick of being lied to by influencers. Pass.
66936,250,U106429,2.0,Big nope,"After a week, foundation pills under setting powder. Minus 5 stars."
66937,378,U106430,1.0,This moisturizer feels watered down,"hyped product, dud reality. the product smells like rubbing alcohol. ₹250 is a joke for what you get. mamaearth version is honestly better. just don’t."
66938,224,U106431,2.0,Worst and ghatiya,"Was looking for a date night. After two days, shade pulls grey on me. Sick of being lied to by influencers. Even Lakme drugstore beats this."
66939,346,U106432,1.0,Big fake lipstick,"Within the first use, wand is way too big for fine eyelashes. Hope nobody else makes my mistake."
66940,191,U106433,1.0,Ghatiya kohl 🤮,"i have an oily t-zone, dry cheeks and this failed me. within the first use, lipstick bullet broke off in the tube. also smells like crayons honestly. for ₹680 you’d expect way better quality. my grandmother’s homemade ubtan beats this."
66941,287,U106434,3.0,Ghatiya powder ⚠️,Should’ve gone to a store and tested first. It transfers onto the mask like nobody’s business. Also lid keeps falling off the tube. Sells for ₹169 but quality is of a ₹16 sample. Mamaearth version is honestly better.
66942,171,U106435,1.0,Worst purchase,Yaar isme kuch hai hi nahi. It bleeds outside the lip line. Also is so cakey on dry skin. Sells for ₹429 but quality is of a ₹42 sample.
